,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Graphic Processor,Number of Cores,Storage Type,Operating System,Mic In,USB Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Pointer Device,Included Software,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Cell,Clock Speed,HDMI Port,Processor Generation,Expandable Memory,RAM Frequency,Cache,OS Architecture,Supported Operating System,System Architecture,RJ45,Multi Card Slot,Refresh Rate,Ethernet,Wireless WAN,Finger Print Sensor,Laptop Bag,Inbuilt 4G LTE,Memory Slots,Expandable SSD Capacity,NFC Support,Face Recognition,Lock Port,TGP,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Hardware Interface,Security Chip,Chipset,Antivirus,RPM,Sound Chip,Brightness,EMMC Storage Capacity,International Warranty,Stylus Included,S-video,Dock Port,Firewire Port,RJ11,VGA Port,Read/Write Speed,Other Accessories,Color Gamut,Recovery Options,Certification,HDD Capacity,Optane Memory,Cloud Storage,UFS Storage Capacity,id,rating,price
0,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",15ALC7,82R400ERIN/82KU0238IN,Ideapad Slim 1,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Upto 9.0 Hour,"65W Round Tip (2 Pin, Wall Mount)",Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,AMD Radeon AMD,6,SSD,Windows 11 Home,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, IPS, Brightness: 300 nits, Anti-glare",Built-in 1.5W Dual Stereo Speakers,Built-in Dual Array Microphone,Dolby Audio,802.11ac 2 x 2,v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,HD 720p with Privacy Shutter,"Non Backlit, English",No,,Microsoft Office Home & Student 2021,"Integrated 45Wh, Surface Treatment: IMR (In-Mold Decoration by Roller)",2 Yr Warranty,Carry-In,Manufacturing Defects,Physical Damage,1 Year,,"Base Frequency 2.1 GHz, Max Turbo Boost at 4.0 GHz",1 x HDMI 1.4b,,NA,3200 MHz,3 MB,,Windows 11 Home,,,1 x Card Reader (4-in-1 Card Reader),,No Onboard Ethernet,,No,,,,NA,,,,,,,M.2 2280 PCIe 3.0 x 4 NVMe,Firmware TPM 2.0,AMD SoC Platform,,3200,"High Definition (HD) Audio, Realtek ALC3287 Codec",,,,,,,,,,,,,,,,,,,790.0,4.2,"₹37,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0156AU,9D3N4PA#ACJ,15-fc0156AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,No,AMD,Ryzen 5 Quad Core,Yes,512 GB,16 GB,LPDDR5,7520U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, backlit, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Up to 5.2GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.0,NaN,"₹45,990"
0,"Laptop, User manual, Adapter",ThinkBook 15 G5,21JFA00BIN,ThinkBook 15 G5,,Mineral Grey,Thin and Light Laptop,Processing & Multitasking,Upto 8.8 Hours,,No,AMD,Ryzen 7 Octa Core,Yes,512 GB,8 GB,DDR4,7730U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 1, 1x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 2 (support data transfe)",No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,Full HD Anti-glare Display,Yes,Yes,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.1,,1.70 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",,Yes,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,3 Cell,2.0 GHz with Turbo Boost Upto 4.5 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.0,4.1,"₹42,500"
0,"Laptop, Power Supply, Quick Start Guide, Safety and Warranty Documents",QEZ-00031,QEZ-00031,QEZ-00031,Surface Pro 9,Graphite,Thin and Light Laptop,Processing & Multitasking,Upto 15.5 Hours,,No,Intel,Core i5,Yes,256 GB,8 GB,LPDDR5,1235U,Intel Integrated Iris Xe,,SSD,Windows 11 Home,,2 x USB,Yes,33.02 cm (13 inch),2880 x 1920 Pixel,LED,Yes,Yes,,WiFi 6E : 802.11 ax Compatible,Yes,287 x 209 x 9.3 mm,1.47 kg,Not Available,"5 MP Front Facing Camera, 10.0 MP Rear Facing",,No,,,,1 Year Carry-in Warranty,Carry-In,Software & Hardware Only,Physical Damage,,,Upto 4.4 GHz,,12th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.0,3.2,"₹99,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",3420,GD723ZL02,Latitude 3420,,Black,Business Laptop,Everyday Use,up to 6 hours,,No,Intel,Core i3,Yes,256 GB,8 GB,DDR4,,Intel Integrated Iris Xe Graphics,,SSD,Ubuntu,,,No,35.56 cm (14 inch),1366 x 768 pixel,,,,,,v5.1,,,Not Available,,,,,,,1 Year Domestic Warranty,onsite/call support,all parts and software,"liquid, Burn and Damage",,,,,11th Gen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,4.1,"₹31,890"
0,"Laptop, Power Adapter, User Guide",255 G8,6X4B2PA,255,255 G9 840T7PA,Jet Black,Thin and Light Laptop,Everyday Use,Upto 4 Hours,,No,AMD,Athlon Dual Core,Yes,256 GB,4 GB,DDR4,3050U,NA,2,SSD,DOS,,,No,39.62 cm (15.6 Inch),1366 x 768 Pixels,HD,,,,,Yes,40 x 28 x 6 cm,2.5 Kg,Not Available,,Yes,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,"Base Frequency 2.3 GHz, Max Turbo Frequency Upto 3.2GHz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,3.9,"₹21,490"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0154AU,9D3M8PA,15-fc0154AU,15 (2024),Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,AMD,Ryzen 3 Quad Core,Yes,512 GB,8 GB,DDR4,7320U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Turbo Frequency 4.1 GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.0,4.2,"₹33,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s- eq2144au,50M63PA#ACJ,15s- eq2144au,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,5500U,AMD Radeon AMD,6,SSD,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 5Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v4.2,358 x 242 x 17.9 mm,1.69 kg,Not Available,HP True Vision 720p HD camera,Full-size Island-style Natural Silver Keyboard with Numeric Keypad,No,,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart","41 Wh Li-ion Battery, Support battery fast charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 cell,2.1 GHz with Max Turbo Boost Frequency Up to 4.0 GHz,1x HDMI 1.4b,,,,8,64 bit,Windows 11 Home,,,1 x card reader,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.0,4.2,"₹37,999"
0,"Laptop, User manual, Adapter",TP E14 Gen 5,21JRS00U00,TP E14 Gen 5,ThinkPad E14,Black,Thin and Light Laptop,Processing & Multitasking,Upto 12.38 Hours,,No,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,7530U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4), 1 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",No,35.56 cm (14 Inch),1920 x 1200 Pixel,WUXGA IPS Anti-glare Display,Yes,Yes,,"Realtek Wi-Fi 6 RTL8852BE, 802.11ax Dual Band 2x2 Wi-Fi",v5.1,313 x 219.3 x 17.99 mm,1.41 Kg,Not Available,"HD 720p, with privacy shutter, fixed focus",,Yes,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,3 Cell,2.0 GHz with Turbo Boost Upto 4.5 GHz,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.0,4,"₹46,310"
0,"Laptop, Adaptor & Manual",FX706HF-HX018WS,90NR0HC4-M001J0,FX706HF-HX018WS,TUF Gaming F17,Graphite Black,Gaming Laptop,"Gaming, Processing & Multitasking, Performance",Upto 6 Hrs.,"150W AC Adapter, Output: 20V DC, 7.5A, 150W, Input: 100~240V AC, 50/60Hz universal",Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,11400H,NVIDIA GeForce RTX 2050,6,SSD,Windows 11 Home,Yes,"3x USB 3.2 Gen 1 Type-A, 1x Thunderbolt™ 4 support DisplayPort™",No,43.94 cm (17.3 inch),1920x1080 pixel,"43.94cm (17.3), FHD (1920 x 1080) 16:9, Value IPS-level, Anti-glare display, sRGB:62.5%, Adobe:47.34%, Refresh Rate:144Hz, Optimus 43.94cm (17.3), FHD (1920 x 1080) 16:9, IPS-level, Anti-glare display, sRGB:NA, Adobe:NA, DCI-P3:100%, Refresh Rate:165Hz, Optimus",DTS software AI noise-canceling technology Support Microsoft Cortana near field/far field Built-in array microphone 2-speaker system,Yes,DTS software AI noise-canceling technology Support Microsoft Cortana near field/far field Built-in array microphone 2-speaker system,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5.3,5.3,39.9 x 26.9 x 2.33 ~ 2.48 cm,2.60 kg,Not Available,720p HD camera,Backlit Chiclet Keyboard 1-Zone RGB,Yes,Multigesture Touchpad,"Windows 11, Microsoft Office H&S 2021, 1 Year McAfee",,1 Year Warranty,On Site,Manufacturing Defects,Any Type of Damage,1 Year,"48WHrs, 3S1P, 3-cell Li-ion",2.7 Ghz. Turbo Upto 4.5 Ghz.,1x HDMI 2.0b,11th Gen,Upto 32 GB,3200 MHz,12 MB,64 bit,,64 Bit,Yes,,144 Hz,10/100/1000,Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth 5..3,No,No,,SO-DIMM x 2 slot,2 TB,,,,70 W,GDDR6,4 GB,M.2 NVMe™ PCIe® 3.0 SSD,,,1 Year McAfee,,DTS software AI noise-canceling technology Support Microsoft Cortana near field/far field Built-in array microphone 2-speaker system,,,,,,,,,,,,,,,,,,,799.0,4.2,"₹56,790"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fy5002TU,6P132PA#ACJ,15s-fy5002TU,Backlit,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1235U,Intel Integrated Integrated,10,SSD,Windows 11 Home,Yes,"1 x USB Type-C 5Gbps signaling rate, 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, micro-edge, anti-glare, Brightness: 250 nits, 141 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358 x 242 x 17.9,1.69 Kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit natural silver keyboard with numeric keypad",Yes,,,41 Wh Li-ion Battery,1 Year Onsite Warranty,"Contact : Ph : 18002587170, 18602583079, WhatsApp Helpline - +17864826615 / Mail : Self Service warranty lookup - support.hp.com/us-en/checkwarranty",Manufacturing Defects,Physical Damage,1 Year,3 Cell,3.30GHz Upto 4.40GHz,1 x HDMI 1.4b,12th Gen,16 GB,,12 MB,64 bit,Windows 11 Home,64 bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,4.2,"₹49,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq2305AU,9D3N8PA,15s-eq2305AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Up to 9 hours and 30 minutes,,Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with integrated dual array digital microphones,"Full-size, backlit, natural silver keyboard with numeric keypad",,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Upt o 4.00 GHz,1 x HDMI 1.4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.0,4.3,"₹40,599"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-ec2004AX,3E3R5PA#ACJ,,Pavilion,Shadow Black,Gaming Laptop,Gaming,,,No,AMD,Ryzen 5 Hexa Core,Yes,512 GB,8 GB,DDR4,AMD R5-5600H,NVIDIA GeForce GTX 1650,6,SSD,Windows 10,Yes,"1 x SuperSpeed USB Type-C (5Gbps Signaling Rate), 1 x SuperSpeed USB Type-A (5Gbps Signaling Rate), 1 x USB 2.0 Type-A (HP Sleep and Charge)",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD WLED-Backlit IPS Anti-glare Micro-edge Display (Brightness: 250 nits, 141 PPI, Color Gamut: 45% NTSC)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,"Audio by Bang & Olufsen, Dual Speakers",RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,360 x 257 x 23.5 mm,1.98 kg,Not Available,HP TrueVision HD Webcam,"Full-size, Ultra Violet Backlit, Shadow Black Keyboard with Numeric Keypad",Yes,HP Imagepad with Multi-Touch Gesture Support,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts",52.5Wh Li-ion Polymer Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,3 cell,3.3 GHz with Turbo Boost Upto 4.2 GHz,1 x HDMI 2.0,,Upto 16 GB,3200 MHz,16MB,64 bit,,64 bit,Yes,"3-in-1 Card Reader (SD, SDHC, SDxC)",144 Hz,10/100/1000 GbE LAN,,No,,,,,,,,,GDDR6,4 GB,PCIe NVMe M.2,,,,,,,,,,,,,,,,,,,,,,,,802.0,4.4,"₹48,990"
0,"Laptop, Adapter, User Guide",15IRX9,83DV007HIN,15IRX9,LOQ,Luna Grey,Gaming Laptop,Gaming,Upto 6 hours,,Yes,Intel,Core i7,Yes,512 GB,16 GB,DDR5,13650HX,NVIDIA GeForce RTX 4050,,SSD,Windows 11 Pro,,"3 x USB-A 3.2 Gen 1, 1 x USB-C 3.2 Gen 2",No,39.62 cm (15.6 Inch),1920 X 1080 Pixel,Full HD,Yes,Yes,,Wireless 802.11 b/g/n,v5.1,359.86 x 258.7 x 23.9 mm,2.4 Kg,Not Available,Full HD Camera,,,,,,1 Year Onsite Warranty,Onsite,Defects in materials and workmanship under normal use during the warranty period,"Failure or damage resulting from misuse, abuse, accident, modification, unsuitable physical or operating environment, natural disasters, power surges, improper maintenance, or use not in accordance with product information materials; failure of, or damage cause by any third-party products; damage caused by a non-authorised service provider; loss of, or damage to, your data by a product; any software programs; products or parts with an altered identification label or from which the identification label has been removed; uninterrupted or error-free operation of a product",,,Max Turbo Frequency up to 4.90 GHz,1 x HDMI 2.1,13th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,803.0,4.3,"₹1,09,000"
0,"Laptop, battery, adapter, cables and user manuals",Inspiron 5518,D560695WIN9S,Inspiron 5518,Inspiron,Platinum Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Upto 6 hours,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,11320H,Intel Integrated Iris Xe Graphics,4,SSD,Windows 11 Home,Yes,"1 x USB type C 3.2, 2 x USB Type-A 3.2",No,39.62 cm (15.6 Inch),1920x1080 Pixel,"FHD, WVA AG Narrow Border (250nits Brightness)",Yes,Yes,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.1,179 X 356 X 22.9 mm,1.64 Kgs,Not Available,HD,Backlit Keyboard + Fingerprint Reader,Yes,Touchpad,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,4,4.5,1 x HDMI Port (v1.4),11th Gen,32,3200 MHz,8,64 bit,Windows 11,64,No,1 x SD card reader,,,,Yes,,,2,,,,Kensington Lock Port,,,,M.2 SATA,,,,,,,,,,,,,,,,,,,,,,,,804.0,3.9,"₹49,903"
0,"Laptop,Power Adapter, User Guide",Thin 15 B12UC-2239IN,9S7-16R831-2239,Thin 15 B12UC-2239IN,,Cosmos Gray,Gaming Laptop,Gaming,,,Yes,Intel,Core i7,Yes,1 TB,16 GB,DDR4,12650H,NVIDIA GeForce RTX 3050,,SSD,Windows 11 Home,,"1 x Type-C (USB3.2 Gen1 / DisplayPort), 3 x Type-A USB3.2 Gen1",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD 144Hz 45%NTSC IPS-Level,2 x 2W Speaker,Yes,,802.11 ax Wi-Fi 6E,v5.3,359 x 254 x 21.7 mm,1.89 Kg,Not Available,HD type (30fps@720p),Single Backlit Keyboard (Blue),,,,,2 Year Onsite Warranty,Onsite,Manufacturing Defects,"Physical Damage, Burn, Liquid Spill",,,Base frequency 1.7 GHz upto Max Turbo Frequency 4.7 GHz,,12th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,805.0,NaN,"₹71,240"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fq5330TU|15-fd0111TU,9D3P0PA#ACJ|A47CYPA,15s-fq5330TU,,Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,Intel,Core i5,Yes,512 GB,16 GB,DDR4,1235U,Intel Integrated Iris Xe,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate;",No,39.62 cm (15.6 inch),1920 X 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,358.5 x 242 x 17.9 mm,1.69 Kg,Not Available,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,"Full-size, backlit, natural silver keyboard with numeric keypad",,,,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Frequency Up to 4.4 GHz,1 x HDMI 1.4b,12th Gen,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.0,4.2,"₹50,490"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,13420H,NVIDIA GeForce RTX 2050,,SSD,Windows 11 Home,,"1 x USB 3.2 Type-A port, 2 x USB 3.2 Type-C ports, 1 x USB 2.0 Type-A port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Two built-in stereo speakers,Yes,,Intel Wireless Wi-Fi 6 AX101,v5.2,359.5 x 238 x 22.7 mm,1.99 Kg,Not Available,1.0 M HD Video camera,Multi languages Multi-Color illuminated full size keyboard with numeric pad,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,1.5 GHz upto Max Turbo Frequency 4.6 GHz,,13th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,4 GB,,,,,,,,,,,,,,,,,,,,,,,,,807.0,4.3,"₹53,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",AL15G- 52,UN.34CSI.004,AL15G- 52,ALG,Steel Grey,Gaming Laptop,Processing & Multitasking,,,No,Intel,Core i5,Yes,512 GB,16 GB,DDR4,12450H,NVIDIA GeForce RTX 3050,,SSD,Windows 11 Home,,"2 x USB 3.2 Type C port, 1 x USB 3.2 Type A port, 1 x USB 2.0 Type A port",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD,Yes,Yes,,Wi-Fi 6,Yes,359.5 x 238 x 22.7 mm,1.99 Kg,Not Available,1.0M HD Video camera,Multi languages Multi-Color illuminated full size keyboard with numeric pad,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,3.3 GHz upto max turbo frequency at 4.4 Ghz,,12th Gen,,,,,,,,,,,,,,,,,,,,,GDDR6,6 GB,,,,,,,,,,,,,,,,,,,,,,,,,808.0,4.4,"₹62,990"
0,1 Laptop :: 1 Power Adaptor:: 1 User Guide:: 1 Warranty Documents,ZL513,71008301277,ZL513,ZEROBOOK 13 Intel,Grey With Meteorite Phase Design,Thin and Light Laptop,Processing & Multitasking,Upto 10 Hours,,Yes,Intel,Core i7,Yes,1 TB,32 GB,LPDDR5X,13700H,Intel Integrated 96EU Iris Xe,,SSD,Windows 11 Home,,"Yes, 2 x USB 3.0, 2 x USB-C type",No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS Display (400nits peak brightness, 100% sRGB, NTSC 72%)",Yes,Yes,,2x2 Wi-Fi 6E R2(tri-band),v5.2,323.3 x 211.1 x 16.95 mm,1.80 Kg,Not Available,Mi-Pi AI-enhanced FHD BeautyCam,Full-size Backlit Chiclet Keyboard,Yes,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Max Turbo Frequency up to 5.00 GHz,1 x HDMI 1.4,13th Gen,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,4,"₹76,990"
0,"Laptop, Power Adaptor, Quick Start Guide, Warranty Document",15ALC7,82R400ERIN/82KU0238IN,Ideapad Slim 1,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Upto 9.0 Hour,"65W Round Tip (2 Pin, Wall Mount)",Yes,AMD,Ryzen 5 Hexa Core,Yes,512 GB,16 GB,DDR4,5500U,AMD Radeon AMD,6,SSD,Windows 11 Home,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD, IPS, Brightness: 300 nits, Anti-glare",Built-in 1.5W Dual Stereo Speakers,Built-in Dual Array Microphone,Dolby Audio,802.11ac 2 x 2,v5.0,359.2 x 236.5 x 19.9 mm,1.65 kg,Not Available,HD 720p with Privacy Shutter,"Non Backlit, English",No,,Microsoft Office Home & Student 2021,"Integrated 45Wh, Surface Treatment: IMR (In-Mold Decoration by Roller)",2 Yr Warranty,Carry-In,Manufacturing Defects,Physical Damage,1 Year,,"Base Frequency 2.1 GHz, Max Turbo Boost at 4.0 GHz",1 x HDMI 1.4b,,NA,3200 MHz,3 MB,,Windows 11 Home,,,1 x Card Reader (4-in-1 Card Reader),,No Onboard Ethernet,,No,,,,NA,,,,,,,M.2 2280 PCIe 3.0 x 4 NVMe,Firmware TPM 2.0,AMD SoC Platform,,3200,"High Definition (HD) Audio, Realtek ALC3287 Codec",,,,,,,,,,,,,,,,,,,810.0,4.2,"₹37,990"
0,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fc0156AU,9D3N4PA#ACJ,15-fc0156AU,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,No,AMD,Ryzen 5 Quad Core,Yes,512 GB,16 GB,LPDDR5,7520U,AMD Radeon AMD,,SSD,Windows 11 Home,,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",Yes,Yes,,Realtek Wi-Fi 6 (1x1),v5.3,359.8 x 236 x 18.6 mm,1.59 Kg,Not Available,HP True Vision 1080p FHD camera,"Full-size, backlit, soft grey keyboard with numeric keypad",,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,Up to 5.2GHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.0,NaN,"₹45,990"
